Name,Season,Transfer_fee
David Suazo,2007,13000000
Raúl García,2007,13000000
Rolando Bianchi,2007,13000000
Alan Hutton,2007,13000000
Vedran Corluka,2007,13000000
Nigel Reo-Coker,2007,12500000
José Antonio Reyes,2007,12000000
Juan Riquelme,2007,12000000
Gabriel Heinze,2007,12000000
Breno,2007,12000000
Branislav Ivanovic,2007,12000000
Kieron Dyer,2007,12000000
Arouna Koné,2007,12000000
Elano,2007,12000000
Younès Kaboul,2007,12000000
Javier Arizmendi,2007,12000000
Óscar Cardozo,2007,11670000
Vincenzo Iaquinta,2007,11300000
Craig Bellamy,2007,11250000
Luca Toni,2007,11000000
Mohamed Sissoko,2007,11000000
Craig Gordon,2007,10820000
Jonathan Woodgate,2007,10800000
Sulley Muntari,2007,10510000
Jorge Andrade,2007,10000000
Martin Skrtel,2007,10000000
Giuseppe Rossi,2007,10000000
Peter Odemwingie,2007,10000000
Lucas Leiva,2007,10000000
John Utaka,2007,10000000
Ilsinho,2007,10000000
Scott Parker,2007,9700000
Jonathan Woodgate,2007,9600000
Jermain Defoe,2007,9300000
Julien Faubert,2007,9150000
Cicinho,2007,9000000
Djibril Cissé,2007,9000000
Sergio Almirón,2007,9000000
Yaya Touré,2007,9000000
José Sosa,2007,9000000
Bacary Sagna,2007,9000000
Alan Smith,2007,9000000
Diomansy Kamara,2007,9000000
David Nugent,2007,9000000
Kenwyne Jones,2007,9000000
Mido,2007,8800000
Fabio Grosso,2007,8700000
Gökdeniz Karadeniz,2007,8700000
José Enrique,2007,8700000
Joey Barton,2007,8600000
Kieran Richardson,2007,8200000
Valeri Bojinov,2007,8000000
Aleksandr Kerzhakov,2007,8000000
Rio Mavuba,2007,8000000
Karim Ziani,2007,8000000
Boško Jankovic,2007,8000000
Albert Luque,2007,8000000
Aquivaldo Mosquera,2007,8000000
Cléber Santana,2007,8000000
Ángel Di María,2007,8000000
Cristiano Lucarelli,2007,7910000
Kevin-Prince Boateng,2007,7900000
Carlos Alberto,2007,7800000
Leighton Baines,2007,7500000
Mémé Tchité,2007,7500000
Grafite,2007,7500000
Gary O'Neil,2007,7500000
James McFadden,2007,7500000
Nelson Rivas,2007,7500000
Michael Chopra,2007,7500000
Domenico Criscito,2007,7500000
Luis Suárez,2007,7500000
Fernando Belluschi,2007,7400000
Alou Diarra,2007,7400000
Fabio Quagliarella,2007,7300000
Yossi Benayoun,2007,7300000
Martin Petrov,2007,7000000
Lassana Diarra,2007,7000000
Ciprian Marica,2007,7000000
Felipe Caicedo,2007,7000000
Andrea Caracciolo,2007,7000000
Emerson Sheik,2007,7000000
Diego López,2007,7000000
Andrés Guardado,2007,7000000
Carlos Eduardo,2007,7000000
Danny Koevermans,2007,6900000
Jason Koumas,2007,6900000
Mathieu Bodmer,2007,6800000
Mariano Pavone,2007,6800000
Scott Brown,2007,6600000
Mohamed Zidan,2007,6500000
Daniele Mannini,2007,6500000
Juan,2007,6300000
César Delgado,2007,6300000
Alexis,2007,6000000
Franco Semioli,2007,6000000
Frédéric Piquionne,2007,6000000
Fabrice Muamba,2007,6000000
Óscar Ustari,2007,6000000
Francesco Tavano,2007,6000000
James Beattie,2007,6000000
Andy Reid,2007,6000000
Jussiê,2007,6000000
Zoumana Camara,2007,6000000
Ismaël Bangoura,2007,6000000
Nenê,2007,6000000
Danko Lazovic,2007,6000000
Mark González,2007,6000000
Phil Jagielka,2007,6000000
Ángel López,2007,6000000
Gary Cahill,2007,6000000
Graziano Pellè,2007,6000000
Welliton,2007,6000000
Steven Davis,2007,5900000
David López,2007,5800000
Cristiano Lucarelli,2007,5700000
Maxi Pereira,2007,5700000
Ezequiel Lavezzi,2007,5600000
Juliano Belletti,2007,5500000
Marlon Harewood,2007,5500000
Glen Johnson,2007,5500000
Gelson Fernandes,2007,5500000
Marco Andreolli,2007,5500000
Fabiano Santacroce,2007,5500000
Marek Hamsik,2007,5500000
Grétar Steinsson,2007,5250000
Arturo Vidal,2007,5200000
Robert Earnshaw,2007,5200000
Benjani,2007,5200000
Greg Halford,2007,5200000
Émerson,2007,5000000
Roy Makaay,2007,5000000
Lincoln,2007,5000000
Gaël Givet,2007,5000000
Kanga Akalé,2007,5000000
Papa Bouba Diop,2007,5000000
Benoît Cheyrou,2007,5000000
Giulio Migliaccio,2007,5000000
Ivan Rakitic,2007,5000000
Tom De Mul,2007,5000000
Fernando Baiano,2007,5000000
Roque Santa Cruz,2007,5000000
Filip Holosko,2007,5000000
Mesut Özil,2007,5000000
Dani Güiza,2007,5000000
Blaise Matuidi,2007,5000000
Ari,2007,5000000
Chinedu Obasi,2007,5000000
Emerson Sheik,2007,5000000
Maxi Moralez,2007,5000000
Nathan Ellington,2007,4880000
Marco Ruben,2007,4800000
Michele Pazienza,2007,4800000
Theofanis Gekas,2007,4700000
Antonio Nocerino,2007,4700000
Matthew Taylor,2007,4700000
Zat Knight,2007,4700000
Freddie Ljungberg,2007,4500000
Ludovic Giuly,2007,4500000
Carlos Diogo,2007,4500000
Giandomenico Mesto,2007,4500000
Ebi Smolarek,2007,4500000
Massimo Donati,2007,4500000
Andrea Caracciolo,2007,4500000
Boubacar Sanogo,2007,4500000
Pape Diakhaté,2007,4500000
Mike Hanke,2007,4500000
Reginaldo,2007,4500000
André-Pierre Gignac,2007,4500000
Manuel da Costa,2007,4500000
Kenny Miller,2007,4500000
Hameur Bouazza,2007,4500000
Claude Davis,2007,4500000
Chris Baird,2007,4500000
Adamu Mohammed,2007,4500000
Franco Di Santo,2007,4500000
Lukasz Fabianski,2007,4350000
Fabrizio Miccoli,2007,4300000
David Rozehnal,2007,4300000
Raffael,2007,4300000
Tomasz Kuszczak,2007,4300000
Anderson,2007,4300000
Leon Andreasen,2007,4300000
Federico Insúa,2007,4200000
Tim Howard,2007,4200000
Dawid Janczyk,2007,4200000
Lomana LuaLua,2007,4100000
Seydou Keita,2007,4000000
Luis García,2007,4000000
Mauro Esposito,2007,4000000
Fitz Hall,2007,4000000
Florent Sinama-Pongolle,2007,4000000
Marcus Berg,2007,4000000
Ricardo,2007,4000000
Ricardo Costa,2007,4000000
Garry O'Connor,2007,4000000
Ionut Mazilu,2007,4000000
Souza,2007,4000000
Edin Dzeko,2007,4000000
Malik Fathi,2007,4000000
Ernesto Farías,2007,4000000
Daniele Cacia,2007,4000000
Marlon King,2007,4000000
Héctor Moreno,2007,4000000
Nicolás Navarro,2007,4000000
Nicolas Lombaerts,2007,4000000
Dimitri Payet,2007,4000000
Gorka Iraizoz,2007,4000000
Antonio Floro Flores,2007,4000000
Adel Taarabt,2007,4000000
Cata Díaz,2007,4000000
Daniele Galloppa,2007,3950000
Robinho,2008,43000000
Dimitar Berbatov,2008,38000000
Dani Alves,2008,35500000
Danny,2008,30000000
Klaas-Jan Huntelaar,2008,27000000
Ronaldinho,2008,25000000
Ricardo Quaresma,2008,24600000
Robbie Keane,2008,24000000
Jô,2008,24000000
Amauri,2008,22800000
Javier Mascherano,2008,22500000
David Bentley,2008,22000000
Marouane Fellaini,2008,21760000
Luka Modric,2008,21000000
Bosingwa,2008,20500000
Lassana Diarra,2008,20000000
Nigel de Jong,2008,18000000
Roman Pavlyuchenko,2008,17400000
Aleksandr Hleb,2008,17000000
Robbie Keane,2008,16700000
Andrey Arshavin,2008,16500000
Martín Cáceres,2008,16500000
Jermain Defoe,2008,16400000
Miralem Sulejmani,2008,16250000
Samir Nasri,2008,16000000
Craig Bellamy,2008,15500000
Rafael van der Vaart,2008,15000000
James Milner,2008,15000000
Wilson Palacios,2008,15000000
Ederson,2008,14900000
Alberto Gilardino,2008,14000000
Jean II Makoun,2008,14000000
Sulley Muntari,2008,14000000
Andrea Barzagli,2008,14000000
Dani Güiza,2008,14000000
Seydou Keita,2008,14000000
Vedran Corluka,2008,13750000
Peter Crouch,2008,13700000
Andy Johnson,2008,13300000
Mancini,2008,13000000
Diego Milito,2008,13000000
Fabricio Coloccini,2008,13000000
Wayne Bridge,2008,13000000
Johan Elmander,2008,12600000
Juan Manuel Vargas,2008,12000000
Hatem Ben Arfa,2008,12000000
Jérémy Ménez,2008,12000000
Domenico Criscito,2008,11500000
Shaun Wright-Phillips,2008,11250000
Gianluca Zambrotta,2008,10500000
Rafael Sóbis,2008,10500000
Luca Cigarini,2008,10500000
Deco,2008,10000000
Jefferson Farfán,2008,10000000
Júlio Baptista,2008,10000000
Ricardo Oliveira,2008,10000000
Ezequiel Garay,2008,10000000
Thiago Silva,2008,10000000
Johnny Heitinga,2008,10000000
Sergio García,2008,10000000
Carlos Cuéllar,2008,10000000
Florent Sinama-Pongolle,2008,10000000
Anton Ferdinand,2008,10000000
Curtis Davies,2008,10000000
Albert Riera,2008,9800000
Christian Poulsen,2008,9750000
Ricardo Oliveira,2008,9000000
Giampaolo Pazzini,2008,9000000
Thiago Neves,2008,9000000
Shay Given,2008,9000000
Bakari Koné,2008,9000000
Heurelho Gomes,2008,9000000
Andrea Dossena,2008,9000000
Marcelo Moreno,2008,9000000
Kim,2008,9000000
Diogo,2008,9000000
Marco Borriello,2008,8750000
Pablo Zabaleta,2008,8700000
Hugo Lloris,2008,8500000
Vincent Kompany,2008,8500000
Romaric,2008,8500000
Abdoulay Konko,2008,8500000
Savio Nsereko,2008,8500000
John Mensah,2008,8400000
Marcell Jansen,2008,8000000
Christian Maggio,2008,8000000
Stevan Jovetic,2008,8000000
Asamoah Gyan,2008,8000000
Henrique,2008,8000000
Loïc Rémy,2008,8000000
Jorge Valdivia,2008,8000000
Amara Diané,2008,8000000
Stéphane Sessègnon,2008,8000000
Felipe Melo,2008,8000000
Damián Escudero,2008,8000000
Cesare Bovo,2008,7850000
Antonio Nocerino,2008,7500000
Pablo Aimar,2008,7500000
Miralem Pjanic,2008,7500000
Juan Pablo Carrizo,2008,7500000
Mladen Petric,2008,7300000
Germán Denis,2008,7100000
Achille Emaná,2008,7000000
Cristian Zaccardo,2008,7000000
Rolando Bianchi,2008,7000000
Pablo Piatti,2008,7000000
Rio Mavuba,2008,7000000
Darío Cvitanich,2008,7000000
Andrea Raggi,2008,7000000
Dave Kitson,2008,7000000
Zoran Tosic,2008,7000000
Daniel Osvaldo,2008,7000000
Cristian Rodríguez,2008,7000000
Lautaro Acosta,2008,7000000
Sidnei,2008,7000000
Fernandão,2008,7000000
Daniele Dessena,2008,6700000
Federico Marchetti,2008,6700000
Sébastien Squillaci,2008,6500000
Yoan Gouffran,2008,6500000
Jozy Altidore,2008,6500000
Charles N'Zogbia,2008,6400000
Aaron Ramsey,2008,6400000
Fabrice Muamba,2008,6400000
Tal Ben Haim,2008,6400000
Luis Jiménez,2008,6300000
Valon Behrami,2008,6300000
Steve Sidwell,2008,6300000
Younès Kaboul,2008,6250000
Alex Silva,2008,6200000
Gökhan Ünal,2008,6200000
Marco Amelia,2008,6000000
Fernando Meira,2008,6000000
Sébastien Puygrenier,2008,6000000
Giovani dos Santos,2008,6000000
Gaby Mudingayi,2008,6000000
Dudu Cearense,2008,6000000
Ognjen Vukojevic,2008,6000000
Brandão,2008,6000000
Pelé,2008,6000000
Roberto Soldado,2008,6000000
Aritz Aduriz,2008,6000000
Nélson,2008,6000000
Mirel Radoi,2008,6000000
Baré,2008,6000000
Borja Valero,2008,5900000
Jonás Gutiérrez,2008,5800000
Jesús Dátolo,2008,5700000
Xisco,2008,5680000
Marko Basa,2008,5500000
Joseba Llorente,2008,5500000
Milan Baros,2008,5500000
George McCartney,2008,5500000
Orlando Engelaar,2008,5500000
Leandro Rinaudo,2008,5500000
Hulk,2008,5500000
Jimmy Bullard,2008,5300000
Mauro Boselli,2008,5300000
Renato Augusto,2008,5200000
John Arne Riise,2008,5000000
Raffaele Palladino,2008,5000000
Steed Malbranque,2008,5000000
Guilherme,2008,5000000
Alex,2008,5000000
Pascal Feindouno,2008,5000000
Igor Budan,2008,5000000
Igor Semshov,2008,5000000
Gerard Piqué,2008,5000000
Khalid Boulahrouz,2008,5000000
Steve Savidan,2008,5000000
Hilton,2008,5000000
Andrea Gasbarroni,2008,5000000
Didier Digard,2008,5000000
Nicolás Pareja,2008,5000000
Charles,2008,5000000
Karim El Ahmadi,2008,5000000
Renan,2008,5000000
Cristian Sapunaru,2008,5000000
Davide Astori,2008,5000000
Marcus Diniz,2008,5000000
Hugo Rodallega,2008,4800000
Gianluca Comotto,2008,4800000
Andrea Lazzari,2008,4800000
Moussa Maazou,2008,4800000
Rubén de la Red,2008,4700000
Fernando Navarro,2008,4700000
Rafael Carioca,2008,4700000
Tomás Sivok,2008,4700000
Djiby Fall,2008,4700000
Giuliano,2008,4700000
Fernando Meira,2008,4500000
Emre Belözoglu,2008,4500000
Fabian Ernst,2008,4500000
Frédéric Piquionne,2008,4500000
Kevin Nolan,2008,4500000
Francesco Modesto,2008,4500000
Maurizio Domizzi,2008,4500000
Marat Izmailov,2008,4500000
Nadir Belhadj,2008,4500000
Jaime Gavilán,2008,4500000
Tomas Necid,2008,4500000
Neven Subotic,2008,4500000
Pedro Geromel,2008,4500000
Stefan Radu,2008,4500000
Kyle Lafferty,2008,4500000
Wellington,2008,4500000
Tomas Zapotocny,2008,4500000
Nicky Shorey,2008,4400000
Paul Robinson,2008,4400000
Andrés D'Alessandro,2008,4400000
Olivier Kapo,2008,4400000
Lee Cattermole,2008,4400000
Diego Cavalieri,2008,4400000
Roman Adamov,2008,4300000
Marco Bernacci,2008,4300000
Danny Guthrie,2008,4300000
Fernando Tissone,2008,4200000
Bobby Zamora,2008,4100000
Javier Arizmendi,2008,4000000
Túlio de Melo,2008,4000000
Zvjezdan Misimovic,2008,4000000
Scott Carson,2008,4000000
Alejandro Domínguez,2008,4000000
Javi García,2008,4000000
Sylvain Monsoreau,2008,4000000
Alanzinho,2008,4000000
Róbert Vittek,2008,4000000
Javier Balboa,2008,4000000
Vince Grella,2008,4000000
Gianni Zuiverloon,2008,4000000
James Beattie,2008,4000000
Maurice Edu,2008,4000000
Ismail Aissati,2008,4000000
Simon Kjær,2008,4000000
Stef Nijland,2008,4000000
Ola Toivonen,2008,4000000
Marvin Emnes,2008,4000000
Joffre Guerrón,2008,4000000
Diego Souza,2008,4000000
Miguel Britos,2008,4000000
Daniele Vantaggiato,2008,3930000
Michael Gravgaard,2008,3900000
Marcelo Mattos,2008,3800000
Steven Davis,2008,3800000
Esteban Solari,2008,3800000
Sokratis,2008,3800000
Seyi Olofinjana,2008,3800000
Philippe Coutinho,2008,3800000
John Paintsil,2008,3800000
Justin Hoyte,2008,3800000
Cristiano Ronaldo,2009,94000000
Zlatan Ibrahimovic,2009,69500000
Kaká,2009,65000000
Karim Benzema,2009,35000000
Xabi Alonso,2009,34500000
Mario Gómez,2009,30000000
Emmanuel Adebayor,2009,29000000
Carlos Tévez,2009,29000000
Joleon Lescott,2009,27500000
Diego,2009,27000000
Arjen Robben,2009,25000000
Diego Milito,2009,25000000
Dmytro Chygrynskiy,2009,25000000
Felipe Melo,2009,25000000
Lisandro López,2009,24000000
Roque Santa Cruz,2009,21200000
Yuri Zhirkov,2009,21000000
Glen Johnson,2009,20500000
Mauro Zárate,2009,20200000
Samuel Eto'o,2009,20000000
Alberto Aquilani,2009,20000000
Lucho González,2009,19000000
Antonio Valencia,2009,18900000
Kolo Touré,2009,18700000
Fabio Quagliarella,2009,18000000
Michel Bastos,2009,18000000
Nilmar,2009,16500000
Aly Cissokho,2009,16200000
Wesley Sneijder,2009,15000000
Klaas-Jan Huntelaar,2009,15000000
Álvaro Negredo,2009,15000000
Ricardo Oliveira,2009,15000000
Raúl Albiol,2009,15000000
Robert Acquafresca,2009,15000000
Keirrison,2009,14000000
Gareth Barry,2009,13900000
Michael Turner,2009,13600000
Yoann Gourcuff,2009,13500000
Stewart Downing,2009,13000000
Bafétimbi Gomis,2009,13000000
Stéphane Mbia,2009,12000000
Afonso Alves,2009,12000000
Thomas Vermaelen,2009,12000000
Darren Bent,2009,11800000
Anatoliy Tymoshchuk,2009,11000000
Ismaël Bangoura,2009,11000000
Luca Cigarini,2009,11000000
Obafemi Martins,2009,10500000
Peter Crouch,2009,10500000
Sergio Floccari,2009,10500000
Leonardo Bonucci,2009,10500000
Thiago Motta,2009,10200000
Lukas Podolski,2009,10000000
Marcus Berg,2009,10000000
Diniyar Bilyaletdinov,2009,10000000
McDonald Mariga,2009,10000000
Daniele Galloppa,2009,10000000
Fabian Delph,2009,9500000
Sébastien Bassong,2009,9300000
Didier Zokora,2009,9000000
Vladimir Bystrov,2009,9000000
Eljero Elia,2009,9000000
Mehmet Topuz,2009,9000000
Stephen Warnock,2009,9000000
Mevlüt Erdinc,2009,8500000
Camilo Zúñiga,2009,8500000
Marko Marin,2009,8200000
Djibril Cissé,2009,8000000
Zdravko Kuzmanovic,2009,8000000
Oleksandr Aliyev,2009,8000000
Demy de Zeeuw,2009,8000000
Cédric Carrasso,2009,8000000
Adam Johnson,2009,8000000
Douglas Costa,2009,8000000
Rodrigo Tabata,2009,8000000
Eduardo Salvio,2009,8000000
Dejan Lovren,2009,8000000
Danijel Pranjic,2009,7700000
Kevin Doyle,2009,7600000
Abdul Kader Keita,2009,7500000
Ramires,2009,7500000
Leandro,2009,7500000
Alessandro Rosina,2009,7300000
Daniel Sturridge,2009,7250000
Lúcio,2009,7000000
Elano,2009,7000000
Josip Simunic,2009,7000000
Karim Ziani,2009,7000000
Cristian,2009,7000000
Nikola Kalinic,2009,7000000
Thiago Neves,2009,7000000
Robert Huth,2009,7000000
Javi García,2009,7000000
Lee Cattermole,2009,7000000
Hugo Campagnaro,2009,7000000
Emiliano Viviano,2009,7000000
Javier Pastore,2009,7000000
José Sand,2009,6950000
Richard Dunne,2009,6800000
Johnny Heitinga,2009,6800000
Adem Ljajic,2009,6800000
Alessandro Diamanti,2009,6800000
Aleksandr Kerzhakov,2009,6500000
Sylvain Distin,2009,6500000
Souleymane Diawara,2009,6500000
Florent Sinama-Pongolle,2009,6500000
Gervinho,2009,6500000
Mark González,2009,6500000
Álvaro Pereira,2009,6500000
Savio Nsereko,2009,6200000
Gonzalo Bergessio,2009,6200000
Wagner,2009,6000000
David Rozehnal,2009,6000000
Matuzalém,2009,6000000
Alex Teixeira,2009,6000000
Keisuke Honda,2009,6000000
Iván Marcano,2009,6000000
Oscar,2009,6000000
Younès Kaboul,2009,5900000
Roger Johnson,2009,5900000
Kyle Naughton,2009,5900000
Kyle Walker,2009,5900000
Lorik Cana,2009,5800000
Tuncay Sanli,2009,5700000
Davi,2009,5700000
James Collins,2009,5700000
Bryan Ruíz,2009,5500000
Ikechukwu Uche,2009,5500000
Sergio Asenjo,2009,5500000
Lorenzo De Silvestri,2009,5500000
Ismail Köybasi,2009,5500000
Falcao,2009,5430000
Houssine Kharja,2009,5200000
James McCarthy,2009,5100000
Maxwell,2009,5000000
Álvaro Negredo,2009,5000000
Marco Amelia,2009,5000000
Fernando Belluschi,2009,5000000
André Santos,2009,5000000
Danko Lazovic,2009,5000000
Réver,2009,5000000
Javier Saviola,2009,5000000
Matteo Ferrari,2009,5000000
Rubinho,2009,5000000
Miguel Ángel Moyà,2009,5000000
Yevgen Seleznov,2009,5000000
Roman Eremenko,2009,5000000
Franco Semioli,2009,5000000
Boubacar Sanogo,2009,5000000
Fernando Baiano,2009,5000000
Daniele Vantaggiato,2009,5000000
Erwin Hoffer,2009,5000000
Alan Kasaev,2009,5000000
Riccardo Meggiorini,2009,5000000
Andrea Pisanu,2009,5000000
Alessandro Budel,2009,5000000
Rodrigo Palacio,2009,4900000
Pavel Pogrebnyak,2009,4800000
Zat Knight,2009,4700000
Michael Chopra,2009,4700000
Steven Fletcher,2009,4700000
Igor Semshov,2009,4700000
Franco Zuculini,2009,4600000
Alberto Zapater,2009,4500000
Marco Marchionni,2009,4500000
Aleksandr Samedov,2009,4500000
Özer Hurmaci,2009,4500000
Kevin-Prince Boateng,2009,4500000
Édgar Barreto,2009,4500000
Reginaldo,2009,4500000
Nenê,2009,4500000
Maicosuel,2009,4500000
Mame Diouf,2009,4500000
Leandro Almeida,2009,4500000
Marc-Antoine Fortuné,2009,4400000
Scott McDonald,2009,4300000
Nihat Kahveci,2009,4250000
Alex Frei,2009,4250000
Aquivaldo Mosquera,2009,4200000
Raúl Bobadilla,2009,4200000
Mats Hummels,2009,4200000
Edgaras Cesnauskis,2009,4200000
Lucas Barrios,2009,4200000
Fraizer Campbell,2009,4100000
Douglas,2009,4100000
Álvaro Arbeloa,2009,4000000
Pedro León,2009,4000000
Damien Duff,2009,4000000
Zé Roberto,2009,4000000
Ibson,2009,4000000
Mathieu Coutadeur,2009,4000000
Esteban Granero,2009,4000000
Pablo Barrientos,2009,4000000
Stephen Hunt,2009,4000000
Orlando Engelaar,2009,4000000
Michaël Ciani,2009,4000000
Sebastián Leto,2009,4000000
Gabriel Obertan,2009,4000000
Brown Ideye,2009,4000000
Gaël Givet,2009,4000000
Éder Luís,2009,4000000
Juan Forlín,2009,4000000
Maicón,2009,4000000
Danilo Silva,2009,4000000
Éverton,2009,4000000
Nicolás Lodeiro,2009,4000000
Leandro Caruso,2009,4000000
Victor Ramos,2009,4000000
Pablo Fontanello,2009,4000000
Scott Dann,2009,4000000
Leonardo Bonucci,2009,4000000
Alejandro Faurlín,2009,4000000
Eren Derdiyok,2009,3800000
Radoslav Kovac,2009,3800000
Andrea Dossena,2009,3750000
Asmir Begovic,2009,3750000
Emiliano Moretti,2009,3700000
Thomas Kahlenberg,2009,3700000
Mateja Kezman,2009,3700000
Matías Fernández,2009,3640000
Juan Arango,2009,3600000
Daniel Montenegro,2009,3600000
Antonio Mirante,2009,3600000
Carlos Villanueva,2009,3600000
Konstantinos Katsouranis,2009,3500000
Hérita Ilunga,2009,3500000
Gelson Fernandes,2009,3500000
Christian Giménez,2009,3500000
Ivan Obradovic,2009,3500000
Boško Jankovic,2009,3500000
Daniele Mannini,2009,3500000
Marco Motta,2009,3500000
Paulo Machado,2009,3500000
Dean Whitehead,2009,3500000
Emiliano Viviano,2009,3500000
Alexander Tettey,2009,3500000
Mario Bolatti,2009,3500000
Sekou Cissé,2009,3500000
Seyi Olofinjana,2009,3500000
Michele Paolucci,2009,3500000
Craig Gardner,2009,3500000
Ched Evans,2009,3500000
Fabián Orellana,2009,3500000
Marco Parolo,2009,3500000
Jonathan Pereira,2009,3400000
Quincy Owusu-Abeyie,2009,3400000
Míchel,2009,3300000
Sebastián Prediger,2009,3300000
Michele Paolucci,2009,3300000
Fernando Torres,2010,58500000
Andy Carroll,2010,41000000
David Villa,2010,40000000
Edin Dzeko,2010,37000000
Ángel Di María,2010,33000000
Yaya Touré,2010,30000000
Mario Balotelli,2010,29500000
David Silva,2010,28750000
Luis Suárez,2010,26500000
David Luiz,2010,25000000
Aleksandar Kolarov,2010,23860000
Yoann Gourcuff,2010,22000000
James Milner,2010,22000000
Bruno Alves,2010,22000000
Ramires,2010,22000000
Darren Bent,2010,21500000
Javier Mascherano,2010,20000000
Carlos Eduardo,2010,20000000
Andrea Ranocchia,2010,18500000
Mesut Özil,2010,18000000
Giampaolo Pazzini,2010,18000000
Robinho,2010,18000000
Luiz Gustavo,2010,17000000
André-Pierre Gignac,2010,16000000
Asamoah Gyan,2010,16000000
Diego,2010,15500000
Loïc Rémy,2010,15500000
Leonardo Bonucci,2010,15500000
Milos Krasic,2010,15000000
Dmytro Chygrynskiy,2010,15000000
Sami Khedira,2010,14000000
Klaas-Jan Huntelaar,2010,14000000
Hernanes,2010,13500000
Raúl Meireles,2010,13000000
Jérôme Boateng,2010,12500000
Laurent Koscielny,2010,12500000
Simon Kjær,2010,12000000
Aleksandr Bukharov,2010,12000000
Filipe Luís,2010,12000000
Jorge Martínez,2010,12000000
Aiden McGeady,2010,12000000
João Moutinho,2010,11000000
José Manuel Jurado,2010,11000000
Seydou Doumbia,2010,11000000
Giuliano,2010,11000000
Rafael van der Vaart,2010,10500000
Roberto Soldado,2010,10000000
Sandro,2010,10000000
Pedro León,2010,10000000
Jucilei,2010,10000000
Nicolás Pareja,2010,10000000
Stephen Ireland,2010,9700000
Kenwyne Jones,2010,9700000
Adriano,2010,9500000
Salvatore Bocchetti,2010,9500000
Zoran Tosic,2010,9500000
Miguel Veloso,2010,9000000
Mamadou Niang,2010,9000000
Obafemi Martins,2010,9000000
Bebé,2010,8800000
Sebastián Blanco,2010,8700000
Zvjezdan Misimovic,2010,8500000
Sergio Floccari,2010,8500000
Víctor Ruiz,2010,8500000
Roberto,2010,8500000
Nico Gaitán,2010,8400000
Abdul Kader Keita,2010,8150000
André,2010,8100000
Ricardo Carvalho,2010,8000000
Rafinha,2010,8000000
Diego Godín,2010,8000000
Oleksandr Aliyev,2010,8000000
Moubarak Boussoufa,2010,8000000
Nicolás Burdisso,2010,8000000
Ismaël Bangoura,2010,8000000
Chris Smalling,2010,8000000
Luís Fabiano,2010,7600000
Heiko Westermann,2010,7500000
Wesley,2010,7500000
Chicharito,2010,7500000
James Rodríguez,2010,7350000
Ricardo Quaresma,2010,7300000
Eduardo,2010,7200000
Steven Fletcher,2010,7200000
Yossi Benayoun,2010,7000000
Stéphane Sessègnon,2010,7000000
Nikola Zigic,2010,7000000
Dieumerci Mbokani,2010,7000000
Jonathan Biabiany,2010,7000000
Mario Mandzukic,2010,7000000
Elias,2010,7000000
Ryan Babel,2010,7000000
Blerim Dzemaili,2010,7000000
Marc Janko,2010,7000000
Aleksandar Lukovic,2010,7000000
Luca Antonelli,2010,7000000
Oleksandr Gladky,2010,7000000
Ben Foster,2010,7000000
Andrea Rispoli,2010,7000000
Sébastien Squillaci,2010,6500000
Issiar Dia,2010,6500000
Tino Costa,2010,6500000
Víctor Montaño,2010,6500000
Mattia Destro,2010,6500000
Felipe,2010,6300000
Taison,2010,6300000
Jean II Makoun,2010,6200000
Marko Arnautovic,2010,6200000
Albert Riera,2010,6000000
Alex,2010,6000000
Jimmy Briand,2010,6000000
Mousa Dembélé,2010,6000000
Raffaele Palladino,2010,6000000
Hatem Ben Arfa,2010,6000000
César Azpilicueta,2010,6000000
Abdoulay Konko,2010,6000000
Sergio Canales,2010,6000000
Walter,2010,6000000
Guilherme,2010,6000000
Lacina Traoré,2010,6000000
Jorge Valdivia,2010,6000000
Tomas Kalas,2010,6000000
Rodrigo,2010,6000000
Henrikh Mkhitaryan,2010,5850000
Kevin-Prince Boateng,2010,5700000
Gojko Kacar,2010,5500000
Mehmet Topal,2010,5500000
Tiberio Guarente,2010,5500000
Miroslav Stoch,2010,5500000
Franco Jara,2010,5500000
Christian Poulsen,2010,5480000
Samuel Inkoom,2010,5300000
Gylfi Sigurdsson,2010,5200000
Nicola Pozzi,2010,5200000
Mauricio Pinilla,2010,5100000
Nenê,2010,5000000
Patrick Helmes,2010,5000000
Mounir El Hamdaoui,2010,5000000
Senijad Ibricic,2010,5000000
Alexis,2010,5000000
Aristide Bancé,2010,5000000
Diego Tardelli,2010,5000000
Bogdan Stancu,2010,5000000
Razak Boukari,2010,5000000
Anders Lindegaard,2010,5000000
Chico,2010,5000000
Jonathan Cristaldo,2010,5000000
Ezequiel Muñoz,2010,5000000
Shamil Lakhiyalov,2010,5000000
Pablo González,2010,5000000
Nikica Jelavic,2010,4900000
Pablo Barrera,2010,4800000
Jean Beausejour,2010,4800000
Robert Lewandowski,2010,4750000
Guido Marilungo,2010,4700000
Daniel Osvaldo,2010,4600000
Lorik Cana,2010,4500000
Gaetano D'Agostino,2010,4500000
Zvjezdan Misimovic,2010,4500000
Barreto,2010,4500000
Eduardo,2010,4500000
Tuncay Sanli,2010,4500000
Fahid Ben Khalfallah,2010,4500000
Sokratis,2010,4500000
Marco Storari,2010,4500000
Jardel,2010,4480000
Massimo Maccarone,2010,4400000
Alberto Paloschi,2010,4350000
Aritz Aduriz,2010,4300000
Adriano,2010,4300000
Cheik Tioté,2010,4280000
